,Unnamed: 0,trial,stimulus,prime,prime_affect,word,word_affect,responsetime,accuracy
1338,1338,1339,16,PH2,positive,dismal,negative,545,1
1339,1339,1340,13,PH2,positive,fatal,negative,493,1
1340,1340,1341,8,PH1,positive,dismal,negative,608,1
1341,1341,1342,63,NL2,negative,excite,positive,580,1
1342,1342,1343,23,PL1,positive,fatal,negative,661,1
1343,1343,1344,10,PH2,positive,payday,positive,698,1
1344,1344,1345,24,PL1,positive,arrest,negative,464,1
1345,1345,1346,3,PH1,positive,relax,positive,572,1
1346,1346,1347,34,NH1,negative,arrest,negative,617,1
1347,1347,1348,61,NL2,negative,relax,positive,609,1
1348,1348,1349,31,PL2,positive,fatal,negative,605,1
1349,1349,1350,18,PL1,positive,comfy,positive,542,1
1350,1350,1351,50,NL1,negative,dismal,negative,630,1
1351,1351,1352,51,NL1,negative,fatal,negative,537,1
1352,1352,1353,39,NH1,negative,relax,positive,564,1
1353,1353,1354,64,NL2,negative,payday,positive,635,1
1354,1354,1355,12,PH2,positive,comfy,positive,609,1
1355,1355,1356,52,NL1,negative,arrest,negative,570,1
1356,1356,1357,7,PH1,positive,morgue,negative,460,1
1357,1357,1358,38,NH1,negative,payday,positive,544,1
1358,1358,1359,25,PL2,positive,relax,positive,493,1
1359,1359,1360,60,NL2,negative,arrest,negative,539,1
1360,1360,1361,14,PH2,positive,arrest,negative,517,1
1361,1361,1362,57,NL2,negative,morgue,negative,458,1
1362,1362,1363,27,PL2,positive,excite,positive,533,1
1363,1363,1364,53,NL1,negative,relax,positive,565,1
1364,1364,1365,29,PL2,positive,morgue,negative,458,1
1365,1365,1366,49,NL1,negative,morgue,negative,508,1
1366,1366,1367,5,PH1,positive,fatal,negative,683,1
1367,1367,1368,22,PL1,positive,dismal,negative,538,1
1368,1368,1369,37,NH1,negative,excite,positive,466,1
1369,1369,1370,20,PL1,positive,payday,positive,519,1
1370,1370,1371,2,PH1,positive,payday,positive,463,1
1371,1371,1372,55,NL1,negative,excite,positive,696,1
1372,1372,1373,58,NL2,negative,dismal,negative,571,1
1373,1373,1374,9,PH2,positive,excite,positive,447,1
1374,1374,1375,43,NH2,negative,morgue,negative,505,1
1375,1375,1376,19,PL1,positive,excite,positive,420,1
1376,1376,1377,21,PL1,positive,morgue,negative,548,1
1377,1377,1378,56,NL1,negative,payday,positive,539,1
1378,1378,1379,52,NL1,negative,arrest,negative,482,1
1379,1379,1380,33,NH1,negative,fatal,negative,530,1
1380,1380,1381,45,NH2,negative,excite,positive,475,1
1381,1381,1382,58,NL2,negative,dismal,negative,563,1
1382,1382,1383,41,NH2,negative,fatal,negative,481,1
1383,1383,1384,4,PH1,positive,comfy,positive,529,1
1384,1384,1385,15,PH2,positive,morgue,negative,582,1
1385,1385,1386,5,PH1,positive,fatal,negative,541,1
1386,1386,1387,26,PL2,positive,comfy,positive,466,1
1387,1387,1388,36,NH1,negative,dismal,negative,558,1
1388,1388,1389,22,PL1,positive,dismal,negative,536,1
1389,1389,1390,2,PH1,positive,payday,positive,513,1
1390,1390,1391,24,PL1,positive,arrest,negative,532,1
1391,1391,1392,60,NL2,negative,arrest,negative,565,1
1392,1392,1393,51,NL1,negative,fatal,negative,530,1
1393,1393,1394,48,NH2,negative,comfy,positive,479,1
1394,1394,1395,6,PH1,positive,arrest,negative,557,1
1395,1395,1396,34,NH1,negative,arrest,negative,549,1
1396,1396,1397,46,NH2,negative,payday,positive,502,1
1397,1397,1398,44,NH2,negative,dismal,negative,551,1
1398,1398,1399,53,NL1,negative,relax,positive,539,1
1399,1399,1400,62,NL2,negative,comfy,positive,487,1
1400,1400,1401,56,NL1,negative,payday,positive,478,1
1401,1401,1402,27,PL2,positive,excite,positive,492,1
1402,1402,1403,39,NH1,negative,relax,positive,488,1
1403,1403,1404,57,NL2,negative,morgue,negative,602,1
1404,1404,1405,14,PH2,positive,arrest,negative,602,1
1405,1405,1406,50,NL1,negative,dismal,negative,611,1
1406,1406,1407,43,NH2,negative,morgue,negative,584,1
1407,1407,1408,55,NL1,negative,excite,positive,490,1
1408,1408,1409,1,PH1,positive,excite,positive,579,1
1409,1409,1410,35,NH1,negative,morgue,negative,566,1
1410,1410,1411,42,NH2,negative,arrest,negative,589,1
1411,1411,1412,31,PL2,positive,fatal,negative,581,1
1412,1412,1413,8,PH1,positive,dismal,negative,526,1
1413,1413,1414,20,PL1,positive,payday,positive,523,1
1414,1414,1415,37,NH1,negative,excite,positive,531,1
1415,1415,1416,47,NH2,negative,relax,positive,572,1
1416,1416,1417,18,PL1,positive,comfy,positive,578,1
1417,1417,1418,29,PL2,positive,morgue,negative,587,1
1418,1418,1419,9,PH2,positive,excite,positive,533,1
1419,1419,1420,54,NL1,negative,comfy,positive,495,1
1420,1420,1421,16,PH2,positive,dismal,negative,506,1
1421,1421,1422,12,PH2,positive,comfy,positive,538,1
1422,1422,1423,40,NH1,negative,comfy,positive,522,1
1423,1423,1424,59,NL2,negative,fatal,negative,552,1
1424,1424,1425,25,PL2,positive,relax,positive,565,1
1425,1425,1426,30,PL2,positive,dismal,negative,505,1
1426,1426,1427,10,PH2,positive,payday,positive,567,1
1427,1427,1428,7,PH1,positive,morgue,negative,554,1
1428,1428,1429,32,PL2,positive,arrest,negative,572,1
1429,1429,1430,49,NL1,negative,morgue,negative,540,1
1430,1430,1431,17,PL1,positive,relax,positive,495,1
1431,1431,1432,11,PH2,positive,relax,positive,474,1
1432,1432,1433,19,PL1,positive,excite,positive,526,1
1433,1433,1434,61,NL2,negative,relax,positive,457,1
1434,1434,1435,23,PL1,positive,fatal,negative,496,1
1435,1435,1436,13,PH2,positive,fatal,negative,532,1
1436,1436,1437,64,NL2,negative,payday,positive,497,1
1437,1437,1438,38,NH1,negative,payday,positive,538,1
1438,1438,1439,21,PL1,positive,morgue,negative,490,1
1439,1439,1440,3,PH1,positive,relax,positive,546,1
1440,1440,1441,52,NL1,negative,arrest,negative,720,1
1441,1441,1442,53,NL1,negative,relax,positive,739,1
1442,1442,1443,49,NL1,negative,morgue,negative,633,1
1443,1443,1444,55,NL1,negative,excite,positive,535,1
1444,1444,1445,40,NH1,negative,comfy,positive,538,1
1445,1445,1446,35,NH1,negative,morgue,negative,670,1
1446,1446,1447,59,NL2,negative,fatal,negative,650,1
1447,1447,1448,57,NL2,negative,morgue,negative,654,1
1448,1448,1449,13,PH2,positive,fatal,negative,445,1
1449,1449,1450,1,PH1,positive,excite,positive,619,1
1450,1450,1451,17,PL1,positive,relax,positive,548,1
1451,1451,1452,8,PH1,positive,dismal,negative,677,1
1452,1452,1453,41,NH2,negative,fatal,negative,618,1
1453,1453,1454,29,PL2,positive,morgue,negative,497,1
1454,1454,1455,19,PL1,positive,excite,positive,492,1
1455,1455,1456,16,PH2,positive,dismal,negative,443,1
1456,1456,1457,25,PL2,positive,relax,positive,522,1
1457,1457,1458,31,PL2,positive,fatal,negative,480,1
1458,1458,1459,63,NL2,negative,excite,positive,534,1
1459,1459,1460,12,PH2,positive,comfy,positive,577,1
1460,1460,1461,14,PH2,positive,arrest,negative,600,1
1461,1461,1462,15,PH2,positive,morgue,negative,426,1
1462,1462,1463,28,PL2,positive,payday,positive,723,1
1463,1463,1464,33,NH1,negative,fatal,negative,504,1
1464,1464,1465,21,PL1,positive,morgue,negative,509,1
1465,1465,1466,24,PL1,positive,arrest,negative,466,1
1466,1466,1467,60,NL2,negative,arrest,negative,416,1
1467,1467,1468,61,NL2,negative,relax,positive,541,1
1468,1468,1469,46,NH2,negative,payday,positive,578,1
1469,1469,1470,3,PH1,positive,relax,positive,524,1
1470,1470,1471,6,PH1,positive,arrest,negative,596,2
1471,1471,1472,44,NH2,negative,dismal,negative,664,1
1472,1472,1473,10,PH2,positive,payday,positive,537,1
1473,1473,1474,56,NL1,negative,payday,positive,566,1
1474,1474,1475,43,NH2,negative,morgue,negative,454,1
1475,1475,1476,62,NL2,negative,comfy,positive,599,1
1476,1476,1477,26,PL2,positive,comfy,positive,557,1
1477,1477,1478,50,NL1,negative,dismal,negative,654,1
1478,1478,1479,48,NH2,negative,comfy,positive,644,1
1479,1479,1480,20,PL1,positive,payday,positive,552,1
1480,1480,1481,23,PL1,positive,fatal,negative,561,1
1481,1481,1482,18,PL1,positive,comfy,positive,512,1
1482,1482,1483,32,PL2,positive,arrest,negative,622,1
1483,1483,1484,27,PL2,positive,excite,positive,462,1
1484,1484,1485,54,NL1,negative,comfy,positive,478,1
1485,1485,1486,36,NH1,negative,dismal,negative,517,1
1486,1486,1487,39,NH1,negative,relax,positive,526,1
1487,1487,1488,22,PL1,positive,dismal,negative,512,1
1488,1488,1489,38,NH1,negative,payday,positive,444,1
1489,1489,1490,34,NH1,negative,arrest,negative,713,1
1490,1490,1491,58,NL2,negative,dismal,negative,577,1
1491,1491,1492,11,PH2,positive,relax,positive,413,1
1492,1492,1493,45,NH2,negative,excite,positive,566,1
1493,1493,1494,7,PH1,positive,morgue,negative,465,1
1494,1494,1495,51,NL1,negative,fatal,negative,469,1
1495,1495,1496,64,NL2,negative,payday,positive,536,1
1496,1496,1497,37,NH1,negative,excite,positive,558,1
1497,1497,1498,30,PL2,positive,dismal,negative,404,1
1498,1498,1499,47,NH2,negative,relax,positive,606,2
1499,1499,1500,2,PH1,positive,payday,positive,546,1
1500,1500,1501,9,PH2,positive,excite,positive,508,1
1501,1501,1502,7,PH1,positive,morgue,negative,652,1
1502,1502,1503,21,PL1,positive,morgue,negative,442,1
1503,1503,1504,48,NH2,negative,comfy,positive,538,1
1504,1504,1505,2,PH1,positive,payday,positive,618,1
1505,1505,1506,23,PL1,positive,fatal,negative,532,1
1506,1506,1507,24,PL1,positive,arrest,negative,476,1
1507,1507,1508,6,PH1,positive,arrest,negative,588,1
1508,1508,1509,60,NL2,negative,arrest,negative,421,1
1509,1509,1510,22,PL1,positive,dismal,negative,448,1
1510,1510,1511,13,PH2,positive,fatal,negative,532,1
1511,1511,1512,10,PH2,positive,payday,positive,544,1
1512,1512,1513,38,NH1,negative,payday,positive,424,1
1513,1513,1514,26,PL2,positive,comfy,positive,499,1
1514,1514,1515,45,NH2,negative,excite,positive,499,1
1515,1515,1516,16,PH2,positive,dismal,negative,511,1
1516,1516,1517,42,NH2,negative,arrest,negative,387,1
1517,1517,1518,12,PH2,positive,comfy,positive,504,1
1518,1518,1519,59,NL2,negative,fatal,negative,532,1
1519,1519,1520,27,PL2,positive,excite,positive,574,1
1520,1520,1521,15,PH2,positive,morgue,negative,557,1
1521,1521,1522,18,PL1,positive,comfy,positive,417,1
1522,1522,1523,30,PL2,positive,dismal,negative,463,1
1523,1523,1524,32,PL2,positive,arrest,negative,557,1
1524,1524,1525,20,PL1,positive,payday,positive,448,1
1525,1525,1526,58,NL2,negative,dismal,negative,435,1
1526,1526,1527,55,NL1,negative,excite,positive,504,1
1527,1527,1528,8,PH1,positive,dismal,negative,510,1
1528,1528,1529,37,NH1,negative,excite,positive,529,1
1529,1529,1530,3,PH1,positive,relax,positive,503,1
1530,1530,1531,35,NH1,negative,morgue,negative,481,1
1531,1531,1532,33,NH1,negative,fatal,negative,396,1
1532,1532,1533,61,NL2,negative,relax,positive,483,1
1533,1533,1534,9,PH2,positive,excite,positive,450,1
1534,1534,1535,51,NL1,negative,fatal,negative,558,1
1535,1535,1536,46,NH2,negative,payday,positive,586,1
1536,1536,1537,41,NH2,negative,fatal,negative,519,1
1537,1537,1538,34,NH1,negative,arrest,negative,462,1
1538,1538,1539,63,NL2,negative,excite,positive,597,1
1539,1539,1540,11,PH2,positive,relax,positive,432,1
1540,1540,1541,52,NL1,negative,arrest,negative,469,1
1541,1541,1542,54,NL1,negative,comfy,positive,387,1
1542,1542,1543,64,NL2,negative,payday,positive,535,1
1543,1543,1544,31,PL2,positive,fatal,negative,501,1
1544,1544,1545,14,PH2,positive,arrest,negative,371,1
1545,1545,1546,5,PH1,positive,fatal,negative,466,1
1546,1546,1547,4,PH1,positive,comfy,positive,411,1
1547,1547,1548,44,NH2,negative,dismal,negative,473,1
1548,1548,1549,56,NL1,negative,payday,positive,474,1
1549,1549,1550,57,NL2,negative,morgue,negative,478,1
1550,1550,1551,40,NH1,negative,comfy,positive,420,1
1551,1551,1552,49,NL1,negative,morgue,negative,512,1
1552,1552,1553,1,PH1,positive,excite,positive,633,1
1553,1553,1554,19,PL1,positive,excite,positive,442,1
1554,1554,1555,29,PL2,positive,morgue,negative,495,1
1555,1555,1556,53,NL1,negative,relax,positive,552,1
1556,1556,1557,43,NH2,negative,morgue,negative,492,1
1557,1557,1558,50,NL1,negative,dismal,negative,441,1
1558,1558,1559,47,NH2,negative,relax,positive,518,1
1559,1559,1560,36,NH1,negative,dismal,negative,590,1
1560,1560,1561,25,PL2,positive,relax,positive,510,1
1561,1561,1562,58,NL2,negative,dismal,negative,603,1
1562,1562,1563,1,PH1,positive,excite,positive,575,1
1563,1563,1564,5,PH1,positive,fatal,negative,562,1
1564,1564,1565,3,PH1,positive,relax,positive,537,1
1565,1565,1566,46,NH2,negative,payday,positive,587,1
1566,1566,1567,10,PH2,positive,payday,positive,486,1
1567,1567,1568,26,PL2,positive,comfy,positive,502,1
1568,1568,1569,11,PH2,positive,relax,positive,520,1
1569,1569,1570,19,PL1,positive,excite,positive,628,1
1570,1570,1571,18,PL1,positive,comfy,positive,471,1
1571,1571,1572,63,NL2,negative,excite,positive,499,1
1572,1572,1573,38,NH1,negative,payday,positive,553,1
1573,1573,1574,2,PH1,positive,payday,positive,442,1
1574,1574,1575,21,PL1,positive,morgue,negative,627,1
1575,1575,1576,16,PH2,positive,dismal,negative,653,1
1576,1576,1577,34,NH1,negative,arrest,negative,476,1
1577,1577,1578,40,NH1,negative,comfy,positive,594,1
1578,1578,1579,43,NH2,negative,morgue,negative,657,1
1579,1579,1580,8,PH1,positive,dismal,negative,692,1
1580,1580,1581,48,NH2,negative,comfy,positive,535,1
1581,1581,1582,25,PL2,positive,relax,positive,647,1
1582,1582,1583,47,NH2,negative,relax,positive,589,1
1583,1583,1584,7,PH1,positive,morgue,negative,590,1
1584,1584,1585,35,NH1,negative,morgue,negative,522,1
1585,1585,1586,56,NL1,negative,payday,positive,625,1
1586,1586,1587,9,PH2,positive,excite,positive,654,2
1587,1587,1588,36,NH1,negative,dismal,negative,636,1
1588,1588,1589,15,PH2,positive,morgue,negative,593,1
1589,1589,1590,27,PL2,positive,excite,positive,644,1
1590,1590,1591,23,PL1,positive,fatal,negative,670,1
1591,1591,1592,52,NL1,negative,arrest,negative,610,1
1592,1592,1593,22,PL1,positive,dismal,negative,518,1
1593,1593,1594,33,NH1,negative,fatal,negative,620,1
1594,1594,1595,31,PL2,positive,fatal,negative,648,1
1595,1595,1596,29,PL2,positive,morgue,negative,573,1
1596,1596,1597,59,NL2,negative,fatal,negative,487,1
1597,1597,1598,24,PL1,positive,arrest,negative,543,1
1598,1598,1599,51,NL1,negative,fatal,negative,479,1
1599,1599,1600,49,NL1,negative,morgue,negative,549,1
1600,1600,1601,44,NH2,negative,dismal,negative,582,1
1601,1601,1602,62,NL2,negative,comfy,positive,589,1
1602,1602,1603,39,NH1,negative,relax,positive,621,1
1603,1603,1604,60,NL2,negative,arrest,negative,667,1
1604,1604,1605,55,NL1,negative,excite,positive,585,2
1605,1605,1606,61,NL2,negative,relax,positive,695,2
1606,1606,1607,53,NL1,negative,relax,positive,645,1
1607,1607,1608,41,NH2,negative,fatal,negative,607,1
1608,1608,1609,64,NL2,negative,payday,positive,577,1
1609,1609,1610,50,NL1,negative,dismal,negative,605,1
1610,1610,1611,54,NL1,negative,comfy,positive,592,1
1611,1611,1612,12,PH2,positive,comfy,positive,556,1
1612,1612,1613,57,NL2,negative,morgue,negative,589,1
1613,1613,1614,45,NH2,negative,excite,positive,622,1
1614,1614,1615,4,PH1,positive,comfy,positive,649,1
1615,1615,1616,28,PL2,positive,payday,positive,563,1
1616,1616,1617,6,PH1,positive,arrest,negative,682,1
1617,1617,1618,37,NH1,negative,excite,positive,596,1
1618,1618,1619,42,NH2,negative,arrest,negative,694,1
1619,1619,1620,13,PH2,positive,fatal,negative,642,1
1620,1620,1621,17,PL1,positive,relax,positive,697,1
1621,1621,1622,38,NH1,negative,payday,positive,900,1
1622,1622,1623,23,PL1,positive,fatal,negative,820,1
1623,1623,1624,19,PL1,positive,excite,positive,759,1
1624,1624,1625,56,NL1,negative,payday,positive,707,1
1625,1625,1626,52,NL1,negative,arrest,negative,664,1
1626,1626,1627,17,PL1,positive,relax,positive,766,1
1627,1627,1628,9,PH2,positive,excite,positive,611,1
1628,1628,1629,60,NL2,negative,arrest,negative,502,1
1629,1629,1630,12,PH2,positive,comfy,positive,719,1
1630,1630,1631,48,NH2,negative,comfy,positive,691,1
1631,1631,1632,35,NH1,negative,morgue,negative,748,1
1632,1632,1633,39,NH1,negative,relax,positive,1063,1
1633,1633,1634,2,PH1,positive,payday,positive,782,1
1634,1634,1635,27,PL2,positive,excite,positive,1100,1
1635,1635,1636,25,PL2,positive,relax,positive,663,1
1636,1636,1637,30,PL2,positive,dismal,negative,722,1
1637,1637,1638,28,PL2,positive,payday,positive,706,1
1638,1638,1639,42,NH2,negative,arrest,negative,708,1
1639,1639,1640,62,NL2,negative,comfy,positive,625,1
1640,1640,1641,20,PL1,positive,payday,positive,666,1
1641,1641,1642,26,PL2,positive,comfy,positive,613,1
1642,1642,1643,5,PH1,positive,fatal,negative,719,1
1643,1643,1644,61,NL2,negative,relax,positive,544,1
1644,1644,1645,34,NH1,negative,arrest,negative,656,1
1645,1645,1646,6,PH1,positive,arrest,negative,692,1
1646,1646,1647,7,PH1,positive,morgue,negative,737,1
1647,1647,1648,63,NL2,negative,excite,positive,630,1
1648,1648,1649,32,PL2,positive,arrest,negative,739,1
1649,1649,1650,4,PH1,positive,comfy,positive,820,1
1650,1650,1651,21,PL1,positive,morgue,negative,571,1
1651,1651,1652,40,NH1,negative,comfy,positive,501,1
1652,1652,1653,10,PH2,positive,payday,positive,816,1
1653,1653,1654,14,PH2,positive,arrest,negative,940,1
1654,1654,1655,64,NL2,negative,payday,positive,733,1
1655,1655,1656,54,NL1,negative,comfy,positive,777,1
1656,1656,1657,46,NH2,negative,payday,positive,900,1
1657,1657,1658,43,NH2,negative,morgue,negative,488,1
1658,1658,1659,11,PH2,positive,relax,positive,510,1
1659,1659,1660,33,NH1,negative,fatal,negative,610,1
1660,1660,1661,53,NL1,negative,relax,positive,605,1
1661,1661,1662,55,NL1,negative,excite,positive,572,1
1662,1662,1663,24,PL1,positive,arrest,negative,626,1
1663,1663,1664,44,NH2,negative,dismal,negative,684,1
1664,1664,1665,3,PH1,positive,relax,positive,745,1
1665,1665,1666,31,PL2,positive,fatal,negative,689,1
1666,1666,1667,15,PH2,positive,morgue,negative,614,1
1667,1667,1668,50,NL1,negative,dismal,negative,706,1
1668,1668,1669,36,NH1,negative,dismal,negative,582,1
1669,1669,1670,49,NL1,negative,morgue,negative,713,1
1670,1670,1671,45,NH2,negative,excite,positive,735,1
1671,1671,1672,51,NL1,negative,fatal,negative,1088,1
1672,1672,1673,13,PH2,positive,fatal,negative,560,1
1673,1673,1674,1,PH1,positive,excite,positive,649,1
1674,1674,1675,59,NL2,negative,fatal,negative,878,1
1675,1675,1676,41,NH2,negative,fatal,negative,407,1
1676,1676,1677,29,PL2,positive,morgue,negative,579,1
1677,1677,1678,18,PL1,positive,comfy,positive,602,1
1678,1678,1679,16,PH2,positive,dismal,negative,629,1
1679,1679,1680,47,NH2,negative,relax,positive,778,1
1680,1680,1681,57,NL2,negative,morgue,negative,626,1
1681,1681,1682,55,NL1,negative,excite,positive,509,1
1682,1682,1683,20,PL1,positive,payday,positive,323,1
1683,1683,1684,22,PL1,positive,dismal,negative,646,1
1684,1684,1685,60,NL2,negative,arrest,negative,824,1
1685,1685,1686,57,NL2,negative,morgue,negative,793,1
1686,1686,1687,16,PH2,positive,dismal,negative,850,1
1687,1687,1688,44,NH2,negative,dismal,negative,714,1
1688,1688,1689,46,NH2,negative,payday,positive,809,2
1689,1689,1690,58,NL2,negative,dismal,negative,742,1
1690,1690,1691,2,PH1,positive,payday,positive,810,1
1691,1691,1692,37,NH1,negative,excite,positive,505,1
1692,1692,1693,12,PH2,positive,comfy,positive,591,1
1693,1693,1694,9,PH2,positive,excite,positive,592,1
1694,1694,1695,5,PH1,positive,fatal,negative,777,1
1695,1695,1696,29,PL2,positive,morgue,negative,722,1
1696,1696,1697,56,NL1,negative,payday,positive,662,1
1697,1697,1698,23,PL1,positive,fatal,negative,726,1
1698,1698,1699,13,PH2,positive,fatal,negative,408,2
1699,1699,1700,28,PL2,positive,payday,positive,639,1
1700,1700,1701,64,NL2,negative,payday,positive,944,1
1701,1701,1702,38,NH1,negative,payday,positive,825,1
1702,1702,1703,17,PL1,positive,relax,positive,930,1
1703,1703,1704,61,NL2,negative,relax,positive,709,1
1704,1704,1705,31,PL2,positive,fatal,negative,723,1
1705,1705,1706,59,NL2,negative,fatal,negative,633,1
1706,1706,1707,52,NL1,negative,arrest,negative,923,1
1707,1707,1708,53,NL1,negative,relax,positive,490,1
1708,1708,1709,54,NL1,negative,comfy,positive,627,1
1709,1709,1710,27,PL2,positive,excite,positive,667,1
1710,1710,1711,34,NH1,negative,arrest,negative,794,1
1711,1711,1712,42,NH2,negative,arrest,negative,600,1
1712,1712,1713,41,NH2,negative,fatal,negative,629,1
1713,1713,1714,8,PH1,positive,dismal,negative,636,1
1714,1714,1715,51,NL1,negative,fatal,negative,551,1
1715,1715,1716,30,PL2,positive,dismal,negative,658,1
1716,1716,1717,35,NH1,negative,morgue,negative,750,1
1717,1717,1718,32,PL2,positive,arrest,negative,886,1
1718,1718,1719,48,NH2,negative,comfy,positive,688,1
1719,1719,1720,33,NH1,negative,fatal,negative,833,1
1720,1720,1721,1,PH1,positive,excite,positive,688,1
1721,1721,1722,3,PH1,positive,relax,positive,614,1
1722,1722,1723,21,PL1,positive,morgue,negative,665,1
1723,1723,1724,15,PH2,positive,morgue,negative,587,1
1724,1724,1725,11,PH2,positive,relax,positive,586,1
1725,1725,1726,40,NH1,negative,comfy,positive,715,1
1726,1726,1727,19,PL1,positive,excite,positive,598,1
1727,1727,1728,6,PH1,positive,arrest,negative,634,1
1728,1728,1729,26,PL2,positive,comfy,positive,713,1
1729,1729,1730,36,NH1,negative,dismal,negative,587,1
1730,1730,1731,14,PH2,positive,arrest,negative,565,1
1731,1731,1732,45,NH2,negative,excite,positive,613,1
1732,1732,1733,25,PL2,positive,relax,positive,649,2
1733,1733,1734,63,NL2,negative,excite,positive,833,1
1734,1734,1735,18,PL1,positive,comfy,positive,585,1
1735,1735,1736,50,NL1,negative,dismal,negative,603,1
1736,1736,1737,4,PH1,positive,comfy,positive,834,1
1737,1737,1738,49,NL1,negative,morgue,negative,585,1
1738,1738,1739,10,PH2,positive,payday,positive,615,1
1739,1739,1740,43,NH2,negative,morgue,negative,606,1
1740,1740,1741,39,NH1,negative,relax,positive,599,2
1741,1741,1742,53,NL1,negative,relax,positive,726,2
1742,1742,1743,4,PH1,positive,comfy,positive,721,2
1743,1743,1744,14,PH2,positive,arrest,negative,747,1
1744,1744,1745,11,PH2,positive,relax,positive,500,1
1745,1745,1746,50,NL1,negative,dismal,negative,617,1
1746,1746,1747,60,NL2,negative,arrest,negative,694,1
1747,1747,1748,32,PL2,positive,arrest,negative,390,1
1748,1748,1749,6,PH1,positive,arrest,negative,387,1
1749,1749,1750,13,PH2,positive,fatal,negative,479,1
1750,1750,1751,10,PH2,positive,payday,positive,777,1
1751,1751,1752,12,PH2,positive,comfy,positive,448,1
1752,1752,1753,17,PL1,positive,relax,positive,1106,1
1753,1753,1754,30,PL2,positive,dismal,negative,525,1
1754,1754,1755,8,PH1,positive,dismal,negative,388,1
1755,1755,1756,40,NH1,negative,comfy,positive,770,1
1756,1756,1757,20,PL1,positive,payday,positive,479,1
1757,1757,1758,52,NL1,negative,arrest,negative,563,1
1758,1758,1759,45,NH2,negative,excite,positive,747,1
1759,1759,1760,58,NL2,negative,dismal,negative,642,1
1760,1760,1761,59,NL2,negative,fatal,negative,404,1
1761,1761,1762,37,NH1,negative,excite,positive,406,1
1762,1762,1763,55,NL1,negative,excite,positive,494,1
1763,1763,1764,64,NL2,negative,payday,positive,557,1
1764,1764,1765,62,NL2,negative,comfy,positive,481,1
1765,1765,1766,42,NH2,negative,arrest,negative,532,1
1766,1766,1767,46,NH2,negative,payday,positive,580,1
1767,1767,1768,3,PH1,positive,relax,positive,913,2
1768,1768,1769,48,NH2,negative,comfy,positive,852,1
1769,1769,1770,5,PH1,positive,fatal,negative,586,1
1770,1770,1771,19,PL1,positive,excite,positive,692,2
1771,1771,1772,43,NH2,negative,morgue,negative,677,1
1772,1772,1773,33,NH1,negative,fatal,negative,495,1
1773,1773,1774,26,PL2,positive,comfy,positive,546,1
1774,1774,1775,7,PH1,positive,morgue,negative,568,1
1775,1775,1776,61,NL2,negative,relax,positive,805,1
1776,1776,1777,9,PH2,positive,excite,positive,958,1
1777,1777,1778,39,NH1,negative,relax,positive,525,1
1778,1778,1779,31,PL2,positive,fatal,negative,588,1
1779,1779,1780,22,PL1,positive,dismal,negative,743,2
1780,1780,1781,28,PL2,positive,payday,positive,594,2
1781,1781,1782,51,NL1,negative,fatal,negative,693,1
1782,1782,1783,23,PL1,positive,fatal,negative,559,1
1783,1783,1784,63,NL2,negative,excite,positive,539,1
1784,1784,1785,41,NH2,negative,fatal,negative,509,1
1785,1785,1786,18,PL1,positive,comfy,positive,670,1
1786,1786,1787,21,PL1,positive,morgue,negative,366,2
1787,1787,1788,34,NH1,negative,arrest,negative,471,1
1788,1788,1789,36,NH1,negative,dismal,negative,394,1
1789,1789,1790,24,PL1,positive,arrest,negative,432,1
1790,1790,1791,47,NH2,negative,relax,positive,535,1
1791,1791,1792,56,NL1,negative,payday,positive,490,2
1792,1792,1793,25,PL2,positive,relax,positive,400,2
1793,1793,1794,15,PH2,positive,morgue,negative,535,1
1794,1794,1795,27,PL2,positive,excite,positive,624,2
1795,1795,1796,2,PH1,positive,payday,positive,819,1
1796,1796,1797,54,NL1,negative,comfy,positive,505,1
1797,1797,1798,44,NH2,negative,dismal,negative,827,1
1798,1798,1799,5,PH1,positive,fatal,negative,646,1
1799,1799,1800,58,NL2,negative,dismal,negative,605,1
1800,1800,1801,39,NH1,negative,relax,positive,499,1
1801,1801,1802,34,NH1,negative,arrest,negative,686,1
1802,1802,1803,29,PL2,positive,morgue,negative,528,1
1803,1803,1804,61,NL2,negative,relax,positive,483,1
1804,1804,1805,19,PL1,positive,excite,positive,541,1
1805,1805,1806,48,NH2,negative,comfy,positive,606,1
1806,1806,1807,63,NL2,negative,excite,positive,508,1
1807,1807,1808,54,NL1,negative,comfy,positive,565,1
1808,1808,1809,25,PL2,positive,relax,positive,342,1
1809,1809,1810,41,NH2,negative,fatal,negative,520,1
1810,1810,1811,51,NL1,negative,fatal,negative,539,1
1811,1811,1812,45,NH2,negative,excite,positive,456,1
1812,1812,1813,18,PL1,positive,comfy,positive,514,1
1813,1813,1814,20,PL1,positive,payday,positive,683,1
1814,1814,1815,30,PL2,positive,dismal,negative,469,1
1815,1815,1816,60,NL2,negative,arrest,negative,462,1
1816,1816,1817,56,NL1,negative,payday,positive,622,1
1817,1817,1818,24,PL1,positive,arrest,negative,630,1
1818,1818,1819,47,NH2,negative,relax,positive,499,1
1819,1819,1820,42,NH2,negative,arrest,negative,517,1
1820,1820,1821,9,PH2,positive,excite,positive,340,1
1821,1821,1822,14,PH2,positive,arrest,negative,469,2
1822,1822,1823,50,NL1,negative,dismal,negative,516,1
1823,1823,1824,44,NH2,negative,dismal,negative,542,1
1824,1824,1825,37,NH1,negative,excite,positive,533,2
