,Unnamed: 0,trial,stimulus,prime,prime_affect,word,word_affect,responsetime,accuracy
0,0,1,38,NH1,negative,payday,positive,849,1
1,1,2,61,NL2,negative,relax,positive,753,1
2,2,3,29,PL2,positive,morgue,negative,761,1
3,3,4,23,PL1,positive,fatal,negative,767,1
4,4,5,60,NL2,negative,arrest,negative,803,1
5,5,6,63,NL2,negative,excite,positive,742,1
6,6,7,37,NH1,negative,excite,positive,682,1
7,7,8,13,PH2,positive,fatal,negative,982,1
8,8,9,3,PH1,positive,relax,positive,662,1
9,9,10,43,NH2,negative,morgue,negative,600,1
10,10,11,16,PH2,positive,dismal,negative,665,1
11,11,12,12,PH2,positive,comfy,positive,783,1
12,12,13,5,PH1,positive,fatal,negative,626,1
13,13,14,10,PH2,positive,payday,positive,996,1
14,14,15,50,NL1,negative,dismal,negative,757,1
15,15,16,35,NH1,negative,morgue,negative,475,2
16,16,17,11,PH2,positive,relax,positive,786,1
17,17,18,8,PH1,positive,dismal,negative,629,1
18,18,19,26,PL2,positive,comfy,positive,660,1
19,19,20,51,NL1,negative,fatal,negative,711,1
20,20,21,24,PL1,positive,arrest,negative,875,1
21,21,22,64,NL2,negative,payday,positive,608,1
22,22,23,32,PL2,positive,arrest,negative,699,1
23,23,24,46,NH2,negative,payday,positive,574,1
24,24,25,22,PL1,positive,dismal,negative,589,1
25,25,26,57,NL2,negative,morgue,negative,818,1
26,26,27,52,NL1,negative,arrest,negative,615,1
27,27,28,15,PH2,positive,morgue,negative,810,1
28,28,29,1,PH1,positive,excite,positive,989,1
29,29,30,6,PH1,positive,arrest,negative,539,1
30,30,31,40,NH1,negative,comfy,positive,626,1
31,31,32,45,NH2,negative,excite,positive,728,1
32,32,33,58,NL2,negative,dismal,negative,608,1
33,33,34,18,PL1,positive,comfy,positive,578,1
34,34,35,49,NL1,negative,morgue,negative,624,1
35,35,36,20,PL1,positive,payday,positive,729,1
36,36,37,17,PL1,positive,relax,positive,477,1
37,37,38,62,NL2,negative,comfy,positive,577,1
38,38,39,9,PH2,positive,excite,positive,758,1
39,39,40,39,NH1,negative,relax,positive,618,1
40,40,41,42,NH2,negative,arrest,negative,743,1
41,41,42,27,PL2,positive,excite,positive,680,1
42,42,43,2,PH1,positive,payday,positive,916,1
43,43,44,59,NL2,negative,fatal,negative,645,1
44,44,45,47,NH2,negative,relax,positive,606,1
45,45,46,4,PH1,positive,comfy,positive,609,1
46,46,47,56,NL1,negative,payday,positive,539,1
47,47,48,54,NL1,negative,comfy,positive,596,1
48,48,49,34,NH1,negative,arrest,negative,652,1
49,49,50,21,PL1,positive,morgue,negative,584,1
50,50,51,31,PL2,positive,fatal,negative,635,1
51,51,52,19,PL1,positive,excite,positive,578,1
52,52,53,53,NL1,negative,relax,positive,542,1
53,53,54,55,NL1,negative,excite,positive,560,1
54,54,55,28,PL2,positive,payday,positive,617,1
55,55,56,30,PL2,positive,dismal,negative,636,1
56,56,57,48,NH2,negative,comfy,positive,704,1
57,57,58,14,PH2,positive,arrest,negative,553,1
58,58,59,7,PH1,positive,morgue,negative,620,1
59,59,60,41,NH2,negative,fatal,negative,555,1
60,60,61,33,NH1,negative,fatal,negative,539,1
61,61,62,36,NH1,negative,dismal,negative,418,1
62,62,63,3,PH1,positive,relax,positive,522,1
63,63,64,48,NH2,negative,comfy,positive,457,1
64,64,65,17,PL1,positive,relax,positive,505,1
65,65,66,23,PL1,positive,fatal,negative,551,1
66,66,67,40,NH1,negative,comfy,positive,392,1
67,67,68,11,PH2,positive,relax,positive,362,1
68,68,69,27,PL2,positive,excite,positive,333,1
69,69,70,14,PH2,positive,arrest,negative,274,2
70,70,71,61,NL2,negative,relax,positive,536,1
71,71,72,55,NL1,negative,excite,positive,426,1
72,72,73,58,NL2,negative,dismal,negative,448,1
73,73,74,60,NL2,negative,arrest,negative,537,1
74,74,75,53,NL1,negative,relax,positive,510,1
75,75,76,43,NH2,negative,morgue,negative,492,1
76,76,77,24,PL1,positive,arrest,negative,443,1
77,77,78,45,NH2,negative,excite,positive,465,1
78,78,79,5,PH1,positive,fatal,negative,455,1
79,79,80,49,NL1,negative,morgue,negative,432,1
80,80,81,20,PL1,positive,payday,positive,391,1
81,81,82,37,NH1,negative,excite,positive,463,1
82,82,83,35,NH1,negative,morgue,negative,449,1
83,83,84,15,PH2,positive,morgue,negative,300,2
84,84,85,64,NL2,negative,payday,positive,486,1
85,85,86,63,NL2,negative,excite,positive,465,2
86,86,87,56,NL1,negative,payday,positive,512,1
87,87,88,50,NL1,negative,dismal,negative,565,1
88,88,89,7,PH1,positive,morgue,negative,535,1
89,89,90,34,NH1,negative,arrest,negative,459,1
90,90,91,39,NH1,negative,relax,positive,499,1
91,91,92,47,NH2,negative,relax,positive,421,1
92,92,93,29,PL2,positive,morgue,negative,510,1
93,93,94,9,PH2,positive,excite,positive,421,1
94,94,95,12,PH2,positive,comfy,positive,467,1
95,95,96,25,PL2,positive,relax,positive,475,1
96,96,97,6,PH1,positive,arrest,negative,540,1
97,97,98,22,PL1,positive,dismal,negative,531,1
98,98,99,13,PH2,positive,fatal,negative,522,1
99,99,100,44,NH2,negative,dismal,negative,482,1
100,100,101,18,PL1,positive,comfy,positive,507,1
101,101,102,2,PH1,positive,payday,positive,489,1
102,102,103,4,PH1,positive,comfy,positive,479,1
103,103,104,21,PL1,positive,morgue,negative,480,1
104,104,105,54,NL1,negative,comfy,positive,476,1
105,105,106,38,NH1,negative,payday,positive,442,1
106,106,107,42,NH2,negative,arrest,negative,496,1
107,107,108,46,NH2,negative,payday,positive,541,1
108,108,109,33,NH1,negative,fatal,negative,443,1
109,109,110,52,NL1,negative,arrest,negative,400,1
110,110,111,59,NL2,negative,fatal,negative,394,1
111,111,112,62,NL2,negative,comfy,positive,425,1
112,112,113,1,PH1,positive,excite,positive,482,1
113,113,114,26,PL2,positive,comfy,positive,496,1
114,114,115,16,PH2,positive,dismal,negative,494,1
115,115,116,51,NL1,negative,fatal,negative,462,1
116,116,117,19,PL1,positive,excite,positive,506,1
117,117,118,32,PL2,positive,arrest,negative,461,1
118,118,119,31,PL2,positive,fatal,negative,434,1
119,119,120,41,NH2,negative,fatal,negative,414,1
120,120,121,30,PL2,positive,dismal,negative,486,1
121,121,122,41,NH2,negative,fatal,negative,910,1
122,122,123,57,NL2,negative,morgue,negative,1059,1
123,123,124,62,NL2,negative,comfy,positive,1055,1
124,124,125,37,NH1,negative,excite,positive,1088,1
125,125,126,23,PL1,positive,fatal,negative,661,1
126,126,127,10,PH2,positive,payday,positive,820,1
127,127,128,24,PL1,positive,arrest,negative,1075,1
128,128,129,30,PL2,positive,dismal,negative,1114,1
129,129,130,5,PH1,positive,fatal,negative,711,1
130,130,131,20,PL1,positive,payday,positive,921,1
131,131,132,61,NL2,negative,relax,positive,890,1
132,132,133,64,NL2,negative,payday,positive,926,1
133,133,134,2,PH1,positive,payday,positive,653,1
134,134,135,58,NL2,negative,dismal,negative,715,1
135,135,136,7,PH1,positive,morgue,negative,741,1
136,136,137,35,NH1,negative,morgue,negative,801,1
137,137,138,21,PL1,positive,morgue,negative,673,1
138,138,139,50,NL1,negative,dismal,negative,668,1
139,139,140,60,NL2,negative,arrest,negative,638,1
140,140,141,52,NL1,negative,arrest,negative,478,1
141,141,142,13,PH2,positive,fatal,negative,886,1
142,142,143,54,NL1,negative,comfy,positive,747,1
143,143,144,38,NH1,negative,payday,positive,634,1
144,144,145,17,PL1,positive,relax,positive,1077,1
145,145,146,55,NL1,negative,excite,positive,676,1
146,146,147,22,PL1,positive,dismal,negative,581,1
147,147,148,39,NH1,negative,relax,positive,1101,1
148,148,149,34,NH1,negative,arrest,negative,685,1
149,149,150,28,PL2,positive,payday,positive,578,1
150,150,151,31,PL2,positive,fatal,negative,522,1
151,151,152,33,NH1,negative,fatal,negative,587,1
152,152,153,14,PH2,positive,arrest,negative,592,1
153,153,154,32,PL2,positive,arrest,negative,468,1
154,154,155,19,PL1,positive,excite,positive,789,1
155,155,156,12,PH2,positive,comfy,positive,851,1
156,156,157,49,NL1,negative,morgue,negative,548,1
157,157,158,56,NL1,negative,payday,positive,496,1
158,158,159,44,NH2,negative,dismal,negative,577,1
159,159,160,27,PL2,positive,excite,positive,565,1
160,160,161,26,PL2,positive,comfy,positive,605,1
161,161,162,36,NH1,negative,dismal,negative,679,1
162,162,163,8,PH1,positive,dismal,negative,540,1
163,163,164,51,NL1,negative,fatal,negative,664,1
164,164,165,11,PH2,positive,relax,positive,570,1
165,165,166,42,NH2,negative,arrest,negative,620,1
166,166,167,1,PH1,positive,excite,positive,627,1
167,167,168,46,NH2,negative,payday,positive,544,1
168,168,169,63,NL2,negative,excite,positive,502,1
169,169,170,59,NL2,negative,fatal,negative,921,1
170,170,171,16,PH2,positive,dismal,negative,885,1
171,171,172,29,PL2,positive,morgue,negative,594,1
172,172,173,45,NH2,negative,excite,positive,577,1
173,173,174,18,PL1,positive,comfy,positive,798,1
174,174,175,4,PH1,positive,comfy,positive,452,1
175,175,176,53,NL1,negative,relax,positive,748,1
176,176,177,43,NH2,negative,morgue,negative,532,1
177,177,178,9,PH2,positive,excite,positive,551,1
178,178,179,6,PH1,positive,arrest,negative,658,1
179,179,180,25,PL2,positive,relax,positive,637,1
180,180,181,3,PH1,positive,relax,positive,433,1
181,181,182,54,NL1,negative,comfy,positive,652,1
182,182,183,24,PL1,positive,arrest,negative,801,1
183,183,184,53,NL1,negative,relax,positive,603,1
184,184,185,34,NH1,negative,arrest,negative,711,1
185,185,186,14,PH2,positive,arrest,negative,580,1
186,186,187,20,PL1,positive,payday,positive,654,1
187,187,188,29,PL2,positive,morgue,negative,778,1
188,188,189,25,PL2,positive,relax,positive,597,1
189,189,190,33,NH1,negative,fatal,negative,567,1
190,190,191,6,PH1,positive,arrest,negative,835,1
191,191,192,10,PH2,positive,payday,positive,618,1
192,192,193,21,PL1,positive,morgue,negative,638,1
193,193,194,43,NH2,negative,morgue,negative,608,1
194,194,195,16,PH2,positive,dismal,negative,727,1
195,195,196,52,NL1,negative,arrest,negative,624,1
196,196,197,9,PH2,positive,excite,positive,750,1
197,197,198,41,NH2,negative,fatal,negative,566,1
198,198,199,11,PH2,positive,relax,positive,596,1
199,199,200,56,NL1,negative,payday,positive,505,1
200,200,201,42,NH2,negative,arrest,negative,586,1
201,201,202,47,NH2,negative,relax,positive,746,1
202,202,203,8,PH1,positive,dismal,negative,572,1
203,203,204,13,PH2,positive,fatal,negative,728,1
204,204,205,61,NL2,negative,relax,positive,692,1
205,205,206,17,PL1,positive,relax,positive,578,1
206,206,207,50,NL1,negative,dismal,negative,681,1
207,207,208,27,PL2,positive,excite,positive,570,1
208,208,209,1,PH1,positive,excite,positive,561,1
209,209,210,55,NL1,negative,excite,positive,596,1
210,210,211,2,PH1,positive,payday,positive,758,1
211,211,212,62,NL2,negative,comfy,positive,697,1
212,212,213,18,PL1,positive,comfy,positive,623,1
213,213,214,45,NH2,negative,excite,positive,688,1
214,214,215,19,PL1,positive,excite,positive,524,1
215,215,216,22,PL1,positive,dismal,negative,629,1
216,216,217,39,NH1,negative,relax,positive,571,1
217,217,218,32,PL2,positive,arrest,negative,807,1
218,218,219,26,PL2,positive,comfy,positive,587,1
219,219,220,63,NL2,negative,excite,positive,614,1
220,220,221,59,NL2,negative,fatal,negative,686,1
221,221,222,64,NL2,negative,payday,positive,683,1
222,222,223,23,PL1,positive,fatal,negative,700,1
223,223,224,4,PH1,positive,comfy,positive,608,1
224,224,225,7,PH1,positive,morgue,negative,668,1
225,225,226,46,NH2,negative,payday,positive,656,1
226,226,227,35,NH1,negative,morgue,negative,658,1
227,227,228,57,NL2,negative,morgue,negative,693,1
228,228,229,28,PL2,positive,payday,positive,580,1
229,229,230,48,NH2,negative,comfy,positive,635,1
230,230,231,38,NH1,negative,payday,positive,625,1
231,231,232,58,NL2,negative,dismal,negative,748,1
232,232,233,30,PL2,positive,dismal,negative,751,1
233,233,234,40,NH1,negative,comfy,positive,571,1
234,234,235,15,PH2,positive,morgue,negative,660,1
235,235,236,12,PH2,positive,comfy,positive,676,1
236,236,237,51,NL1,negative,fatal,negative,628,1
237,237,238,31,PL2,positive,fatal,negative,708,1
238,238,239,49,NL1,negative,morgue,negative,638,1
239,239,240,44,NH2,negative,dismal,negative,792,1
240,240,241,3,PH1,positive,relax,positive,629,1
241,241,242,13,PH2,positive,fatal,negative,605,1
242,242,243,57,NL2,negative,morgue,negative,584,1
243,243,244,50,NL1,negative,dismal,negative,547,1
244,244,245,27,PL2,positive,excite,positive,493,1
245,245,246,14,PH2,positive,arrest,negative,563,1
246,246,247,7,PH1,positive,morgue,negative,644,1
247,247,248,33,NH1,negative,fatal,negative,603,1
248,248,249,34,NH1,negative,arrest,negative,479,1
249,249,250,11,PH2,positive,relax,positive,501,1
250,250,251,1,PH1,positive,excite,positive,847,1
251,251,252,17,PL1,positive,relax,positive,622,1
252,252,253,52,NL1,negative,arrest,negative,505,1
253,253,254,5,PH1,positive,fatal,negative,522,1
254,254,255,35,NH1,negative,morgue,negative,588,1
255,255,256,64,NL2,negative,payday,positive,901,1
256,256,257,28,PL2,positive,payday,positive,748,1
257,257,258,53,NL1,negative,relax,positive,896,1
258,258,259,59,NL2,negative,fatal,negative,415,1
259,259,260,54,NL1,negative,comfy,positive,606,2
260,260,261,24,PL1,positive,arrest,negative,712,1
261,261,262,29,PL2,positive,morgue,negative,684,1
262,262,263,20,PL1,positive,payday,positive,605,1
263,263,264,18,PL1,positive,comfy,positive,768,1
264,264,265,60,NL2,negative,arrest,negative,589,1
265,265,266,43,NH2,negative,morgue,negative,592,1
266,266,267,21,PL1,positive,morgue,negative,671,1
267,267,268,36,NH1,negative,dismal,negative,984,1
268,268,269,16,PH2,positive,dismal,negative,593,1
269,269,270,19,PL1,positive,excite,positive,705,1
270,270,271,12,PH2,positive,comfy,positive,550,1
271,271,272,37,NH1,negative,excite,positive,480,1
272,272,273,45,NH2,negative,excite,positive,543,1
273,273,274,63,NL2,negative,excite,positive,1073,1
274,274,275,25,PL2,positive,relax,positive,787,1
275,275,276,38,NH1,negative,payday,positive,590,1
276,276,277,2,PH1,positive,payday,positive,472,1
277,277,278,47,NH2,negative,relax,positive,629,1
278,278,279,23,PL1,positive,fatal,negative,1388,1
279,279,280,51,NL1,negative,fatal,negative,919,1
280,280,281,42,NH2,negative,arrest,negative,540,1
281,281,282,26,PL2,positive,comfy,positive,670,1
282,282,283,48,NH2,negative,comfy,positive,659,1
283,283,284,10,PH2,positive,payday,positive,583,1
284,284,285,32,PL2,positive,arrest,negative,890,1
285,285,286,55,NL1,negative,excite,positive,754,2
286,286,287,40,NH1,negative,comfy,positive,936,1
287,287,288,56,NL1,negative,payday,positive,1444,1
288,288,289,41,NH2,negative,fatal,negative,1025,1
289,289,290,9,PH2,positive,excite,positive,867,1
290,290,291,44,NH2,negative,dismal,negative,920,1
291,291,292,4,PH1,positive,comfy,positive,652,1
292,292,293,61,NL2,negative,relax,positive,765,1
293,293,294,8,PH1,positive,dismal,negative,1299,1
294,294,295,6,PH1,positive,arrest,negative,739,1
295,295,296,30,PL2,positive,dismal,negative,996,1
296,296,297,31,PL2,positive,fatal,negative,508,1
297,297,298,28,PL2,positive,payday,positive,681,1
298,298,299,61,NL2,negative,relax,positive,624,1
299,299,300,21,PL1,positive,morgue,negative,670,1
300,300,301,22,PL1,positive,dismal,negative,527,1
301,301,302,13,PH2,positive,fatal,negative,617,1
302,302,303,58,NL2,negative,dismal,negative,526,1
303,303,304,39,NH1,negative,relax,positive,560,1
304,304,305,40,NH1,negative,comfy,positive,672,1
305,305,306,1,PH1,positive,excite,positive,524,1
306,306,307,44,NH2,negative,dismal,negative,611,1
307,307,308,17,PL1,positive,relax,positive,576,1
308,308,309,6,PH1,positive,arrest,negative,519,1
309,309,310,32,PL2,positive,arrest,negative,395,1
310,310,311,12,PH2,positive,comfy,positive,435,1
311,311,312,20,PL1,positive,payday,positive,507,1
312,312,313,49,NL1,negative,morgue,negative,508,1
313,313,314,48,NH2,negative,comfy,positive,487,1
314,314,315,16,PH2,positive,dismal,negative,530,1
315,315,316,7,PH1,positive,morgue,negative,587,1
316,316,317,36,NH1,negative,dismal,negative,498,1
317,317,318,64,NL2,negative,payday,positive,548,1
318,318,319,14,PH2,positive,arrest,negative,491,1
319,319,320,63,NL2,negative,excite,positive,485,1
320,320,321,3,PH1,positive,relax,positive,558,1
321,321,322,2,PH1,positive,payday,positive,493,1
322,322,323,55,NL1,negative,excite,positive,487,1
323,323,324,56,NL1,negative,payday,positive,482,1
324,324,325,46,NH2,negative,payday,positive,507,1
325,325,326,51,NL1,negative,fatal,negative,464,1
326,326,327,41,NH2,negative,fatal,negative,409,1
327,327,328,15,PH2,positive,morgue,negative,634,1
328,328,329,4,PH1,positive,comfy,positive,543,1
329,329,330,53,NL1,negative,relax,positive,700,1
330,330,331,18,PL1,positive,comfy,positive,529,1
331,331,332,27,PL2,positive,excite,positive,444,1
332,332,333,30,PL2,positive,dismal,negative,513,1
333,333,334,54,NL1,negative,comfy,positive,529,1
334,334,335,26,PL2,positive,comfy,positive,405,1
335,335,336,43,NH2,negative,morgue,negative,440,1
336,336,337,50,NL1,negative,dismal,negative,481,1
337,337,338,29,PL2,positive,morgue,negative,479,1
338,338,339,8,PH1,positive,dismal,negative,440,1
339,339,340,24,PL1,positive,arrest,negative,482,1
340,340,341,33,NH1,negative,fatal,negative,418,1
341,341,342,62,NL2,negative,comfy,positive,548,1
342,342,343,38,NH1,negative,payday,positive,690,1
343,343,344,10,PH2,positive,payday,positive,431,1
344,344,345,34,NH1,negative,arrest,negative,510,1
345,345,346,57,NL2,negative,morgue,negative,467,1
346,346,347,35,NH1,negative,morgue,negative,756,1
347,347,348,19,PL1,positive,excite,positive,537,1
348,348,349,42,NH2,negative,arrest,negative,557,2
349,349,350,23,PL1,positive,fatal,negative,595,1
350,350,351,47,NH2,negative,relax,positive,484,1
351,351,352,11,PH2,positive,relax,positive,535,1
352,352,353,45,NH2,negative,excite,positive,607,1
353,353,354,31,PL2,positive,fatal,negative,501,1
354,354,355,59,NL2,negative,fatal,negative,399,1
355,355,356,5,PH1,positive,fatal,negative,368,1
356,356,357,60,NL2,negative,arrest,negative,448,1
357,357,358,37,NH1,negative,excite,positive,519,1
358,358,359,25,PL2,positive,relax,positive,536,1
359,359,360,30,PL2,positive,dismal,negative,463,1
360,360,361,60,NL2,negative,arrest,negative,548,1
361,361,362,6,PH1,positive,arrest,negative,542,1
362,362,363,20,PL1,positive,payday,positive,599,1
363,363,364,21,PL1,positive,morgue,negative,567,1
364,364,365,44,NH2,negative,dismal,negative,529,1
365,365,366,19,PL1,positive,excite,positive,478,1
366,366,367,51,NL1,negative,fatal,negative,494,1
367,367,368,4,PH1,positive,comfy,positive,422,1
368,368,369,27,PL2,positive,excite,positive,503,1
369,369,370,48,NH2,negative,comfy,positive,526,1
370,370,371,62,NL2,negative,comfy,positive,493,1
371,371,372,24,PL1,positive,arrest,negative,453,1
372,372,373,12,PH2,positive,comfy,positive,466,1
373,373,374,54,NL1,negative,comfy,positive,415,1
374,374,375,35,NH1,negative,morgue,negative,501,1
375,375,376,55,NL1,negative,excite,positive,469,1
376,376,377,41,NH2,negative,fatal,negative,501,1
377,377,378,61,NL2,negative,relax,positive,554,1
378,378,379,17,PL1,positive,relax,positive,514,1
379,379,380,31,PL2,positive,fatal,negative,485,1
380,380,381,11,PH2,positive,relax,positive,531,1
381,381,382,29,PL2,positive,morgue,negative,592,1
382,382,383,34,NH1,negative,arrest,negative,443,1
383,383,384,63,NL2,negative,excite,positive,518,1
384,384,385,58,NL2,negative,dismal,negative,586,1
385,385,386,26,PL2,positive,comfy,positive,371,1
386,386,387,15,PH2,positive,morgue,negative,494,1
387,387,388,52,NL1,negative,arrest,negative,625,1
388,388,389,23,PL1,positive,fatal,negative,562,1
389,389,390,43,NH2,negative,morgue,negative,471,1
390,390,391,33,NH1,negative,fatal,negative,557,1
391,391,392,9,PH2,positive,excite,positive,350,1
392,392,393,53,NL1,negative,relax,positive,444,2
393,393,394,18,PL1,positive,comfy,positive,468,1
394,394,395,42,NH2,negative,arrest,negative,431,1
395,395,396,39,NH1,negative,relax,positive,592,1
396,396,397,50,NL1,negative,dismal,negative,512,1
397,397,398,64,NL2,negative,payday,positive,622,1
398,398,399,57,NL2,negative,morgue,negative,464,1
399,399,400,28,PL2,positive,payday,positive,531,1
400,400,401,22,PL1,positive,dismal,negative,467,1
401,401,402,32,PL2,positive,arrest,negative,563,1
402,402,403,46,NH2,negative,payday,positive,474,1
403,403,404,7,PH1,positive,morgue,negative,497,1
404,404,405,25,PL2,positive,relax,positive,462,1
405,405,406,16,PH2,positive,dismal,negative,340,1
406,406,407,2,PH1,positive,payday,positive,471,1
407,407,408,37,NH1,negative,excite,positive,541,1
408,408,409,47,NH2,negative,relax,positive,440,1
409,409,410,3,PH1,positive,relax,positive,411,1
410,410,411,59,NL2,negative,fatal,negative,537,1
411,411,412,49,NL1,negative,morgue,negative,549,1
412,412,413,8,PH1,positive,dismal,negative,507,1
413,413,414,1,PH1,positive,excite,positive,566,2
414,414,415,56,NL1,negative,payday,positive,595,1
415,415,416,36,NH1,negative,dismal,negative,543,1
416,416,417,45,NH2,negative,excite,positive,546,1
417,417,418,13,PH2,positive,fatal,negative,525,1
418,418,419,40,NH1,negative,comfy,positive,551,1
419,419,420,41,NH2,negative,fatal,negative,481,1
420,420,421,63,NL2,negative,excite,positive,696,1
421,421,422,24,PL1,positive,arrest,negative,461,1
422,422,423,17,PL1,positive,relax,positive,652,2
423,423,424,45,NH2,negative,excite,positive,580,1
424,424,425,22,PL1,positive,dismal,negative,666,1
425,425,426,14,PH2,positive,arrest,negative,557,1
426,426,427,47,NH2,negative,relax,positive,622,1
427,427,428,42,NH2,negative,arrest,negative,553,1
428,428,429,29,PL2,positive,morgue,negative,566,1
429,429,430,48,NH2,negative,comfy,positive,529,1
430,430,431,11,PH2,positive,relax,positive,444,1
431,431,432,23,PL1,positive,fatal,negative,628,1
432,432,433,19,PL1,positive,excite,positive,462,1
433,433,434,4,PH1,positive,comfy,positive,470,1
434,434,435,34,NH1,negative,arrest,negative,454,1
435,435,436,30,PL2,positive,dismal,negative,420,1
436,436,437,60,NL2,negative,arrest,negative,459,1
437,437,438,9,PH2,positive,excite,positive,444,1
438,438,439,27,PL2,positive,excite,positive,487,1
439,439,440,25,PL2,positive,relax,positive,483,1
440,440,441,40,NH1,negative,comfy,positive,510,1
441,441,442,3,PH1,positive,relax,positive,477,1
442,442,443,53,NL1,negative,relax,positive,580,1
443,443,444,15,PH2,positive,morgue,negative,574,1
444,444,445,16,PH2,positive,dismal,negative,463,1
445,445,446,54,NL1,negative,comfy,positive,471,1
446,446,447,7,PH1,positive,morgue,negative,481,1
447,447,448,56,NL1,negative,payday,positive,510,1
448,448,449,43,NH2,negative,morgue,negative,437,1
449,449,450,28,PL2,positive,payday,positive,435,1
450,450,451,5,PH1,positive,fatal,negative,482,1
451,451,452,10,PH2,positive,payday,positive,376,1
452,452,453,32,PL2,positive,arrest,negative,431,1
453,453,454,38,NH1,negative,payday,positive,523,1
454,454,455,57,NL2,negative,morgue,negative,500,1
455,455,456,33,NH1,negative,fatal,negative,522,1
456,456,457,12,PH2,positive,comfy,positive,544,1
457,457,458,50,NL1,negative,dismal,negative,549,1
458,458,459,59,NL2,negative,fatal,negative,435,1
459,459,460,18,PL1,positive,comfy,positive,465,1
460,460,461,2,PH1,positive,payday,positive,388,1
461,461,462,20,PL1,positive,payday,positive,386,1
462,462,463,37,NH1,negative,excite,positive,432,1
463,463,464,31,PL2,positive,fatal,negative,585,1
464,464,465,35,NH1,negative,morgue,negative,516,1
465,465,466,49,NL1,negative,morgue,negative,450,1
466,466,467,1,PH1,positive,excite,positive,450,1
467,467,468,6,PH1,positive,arrest,negative,474,1
468,468,469,36,NH1,negative,dismal,negative,456,1
469,469,470,61,NL2,negative,relax,positive,467,1
470,470,471,8,PH1,positive,dismal,negative,579,1
471,471,472,44,NH2,negative,dismal,negative,408,1
472,472,473,39,NH1,negative,relax,positive,430,1
473,473,474,13,PH2,positive,fatal,negative,501,1
474,474,475,55,NL1,negative,excite,positive,479,1
475,475,476,46,NH2,negative,payday,positive,499,1
476,476,477,58,NL2,negative,dismal,negative,556,1
477,477,478,51,NL1,negative,fatal,negative,545,1
478,478,479,52,NL1,negative,arrest,negative,465,1
479,479,480,31,PL2,positive,fatal,negative,501,1
480,480,481,55,NL1,negative,excite,positive,636,1
481,481,482,13,PH2,positive,fatal,negative,635,1
482,482,483,33,NH1,negative,fatal,negative,597,1
483,483,484,37,NH1,negative,excite,positive,502,1
484,484,485,19,PL1,positive,excite,positive,503,1
485,485,486,10,PH2,positive,payday,positive,634,2
486,486,487,9,PH2,positive,excite,positive,596,1
487,487,488,40,NH1,negative,comfy,positive,717,1
488,488,489,30,PL2,positive,dismal,negative,621,1
489,489,490,26,PL2,positive,comfy,positive,493,1
490,490,491,56,NL1,negative,payday,positive,549,2
491,491,492,12,PH2,positive,comfy,positive,526,1
492,492,493,22,PL1,positive,dismal,negative,739,1
493,493,494,61,NL2,negative,relax,positive,621,1
494,494,495,6,PH1,positive,arrest,negative,684,1
495,495,496,3,PH1,positive,relax,positive,622,1
496,496,497,36,NH1,negative,dismal,negative,628,1
497,497,498,59,NL2,negative,fatal,negative,532,1
498,498,499,50,NL1,negative,dismal,negative,564,1
499,499,500,63,NL2,negative,excite,positive,558,1
500,500,501,44,NH2,negative,dismal,negative,582,1
501,501,502,60,NL2,negative,arrest,negative,589,1
502,502,503,29,PL2,positive,morgue,negative,557,1
503,503,504,18,PL1,positive,comfy,positive,587,1
504,504,505,27,PL2,positive,excite,positive,590,1
505,505,506,28,PL2,positive,payday,positive,558,2
506,506,507,52,NL1,negative,arrest,negative,581,1
507,507,508,20,PL1,positive,payday,positive,651,1
508,508,509,58,NL2,negative,dismal,negative,702,1
509,509,510,16,PH2,positive,dismal,negative,726,1
510,510,511,1,PH1,positive,excite,positive,589,1
511,511,512,42,NH2,negative,arrest,negative,526,1
512,512,513,14,PH2,positive,arrest,negative,501,1
513,513,514,62,NL2,negative,comfy,positive,588,1
514,514,515,41,NH2,negative,fatal,negative,742,1
515,515,516,7,PH1,positive,morgue,negative,563,1
516,516,517,24,PL1,positive,arrest,negative,621,1
517,517,518,43,NH2,negative,morgue,negative,470,1
518,518,519,48,NH2,negative,comfy,positive,531,1
519,519,520,34,NH1,negative,arrest,negative,476,1
520,520,521,8,PH1,positive,dismal,negative,573,1
521,521,522,21,PL1,positive,morgue,negative,549,1
522,522,523,2,PH1,positive,payday,positive,564,1
523,523,524,23,PL1,positive,fatal,negative,463,1
524,524,525,54,NL1,negative,comfy,positive,674,1
525,525,526,17,PL1,positive,relax,positive,765,1
526,526,527,49,NL1,negative,morgue,negative,619,1
527,527,528,25,PL2,positive,relax,positive,524,1
528,528,529,5,PH1,positive,fatal,negative,507,1
529,529,530,15,PH2,positive,morgue,negative,527,1
530,530,531,47,NH2,negative,relax,positive,590,1
531,531,532,38,NH1,negative,payday,positive,663,1
532,532,533,11,PH2,positive,relax,positive,564,1
533,533,534,53,NL1,negative,relax,positive,572,1
534,534,535,57,NL2,negative,morgue,negative,587,1
535,535,536,4,PH1,positive,comfy,positive,662,1
536,536,537,45,NH2,negative,excite,positive,552,1
537,537,538,39,NH1,negative,relax,positive,579,1
538,538,539,64,NL2,negative,payday,positive,687,1
539,539,540,45,NH2,negative,excite,positive,668,1
540,540,541,21,PL1,positive,morgue,negative,696,1
541,541,542,27,PL2,positive,excite,positive,674,1
542,542,543,34,NH1,negative,arrest,negative,605,1
543,543,544,5,PH1,positive,fatal,negative,733,1
